firstName,lastName,email,phone,companyName,status,leadSource,industry,annualRevenue,numberOfEmployees,street,city,state,zipCode,country
Melissa,Huffman,grobinson@example.org,+1-920-253-8296x0225,"Duncan, Johnson and Harris",Converted,Referral,Finance,9705231,814,18705 Kristin Turnpike Suite 079,Carpenterbury,West Virginia,8339,Western Sahara
Stephanie,Marks,barkerashley@example.org,407.364.8306x869,Taylor-Dudley,Lost,Web,Technology,7211338,671,4883 Jennifer Cape,Carlastad,Minnesota,38438,Cayman Islands
Megan,Young,stephanievaldez@example.org,4327244565,Alvarez-Gonzalez,Converted,Social Media,Healthcare,5580278,185,578 Sara Corner Suite 683,Aprilmouth,Rhode Island,81865,Yemen
Michelle,French,rebecca08@example.org,701.399.8008x1835,King Ltd,Contacted,Web,Finance,7928430,292,304 Crosby Greens Apt. 662,North Stephanie,Mississippi,19367,Qatar
Daniel,Hubbard,josephhester@example.net,+1-849-572-5219x6018,Harrell Inc,Converted,Advertisement,Technology,2942528,808,2302 Rodriguez Fords Apt. 944,South Douglasland,Nebraska,11388,Libyan Arab Jamahiriya
Keith,Rose,wlowe@example.org,(316)346-4155x7768,Simmons-Hernandez,Converted,Email Campaign,Finance,7827230,657,44388 Burton Villages,Christineport,Florida,41029,Trinidad and Tobago
Robin,Bailey,shaunhamilton@example.net,+1-950-962-5152x0122,"Cain, Roberts and Perez",Qualified,Referral,Finance,3664509,523,0768 Duarte Shoal Suite 928,East Joseph,South Dakota,53158,French Guiana
Michael,Bell,bluna@example.net,+1-244-615-6797x82023,Blankenship LLC,New,Advertisement,Retail,5588650,370,4353 James Rue Apt. 397,Hoganshire,New Hampshire,55664,British Virgin Islands
Jeremy,Clayton,simmonswilliam@example.net,367.545.9398x30560,Ashley Inc,Contacted,Advertisement,Finance,6428659,567,716 Wolfe Squares Suite 824,Harperton,Indiana,78864,Turks and Caicos Islands
Mary,Brown,bpaul@example.net,+1-572-588-5419x8893,Jones Ltd,Converted,Social Media,Technology,7102414,189,1620 Frank Trafficway,North Melissaburgh,Wyoming,70882,Honduras
Amanda,Guerrero,gclark@example.net,001-887-868-4605,Walter LLC,Contacted,Referral,Retail,9735894,717,593 Taylor Dam,East Stacyville,Mississippi,50602,Saint Martin
Courtney,Cantu,williamsmonica@example.org,001-545-530-2903x402,"Holder, Martin and Rogers",Contacted,Advertisement,Finance,1023594,633,0865 Sims Club,Lake Richard,New Hampshire,81557,Mexico
Jill,Guerrero,jmartin@example.org,461.577.7587x46276,Garcia-Stanley,Contacted,Referral,Education,1459397,963,82230 Hensley Course,Port Robert,Utah,56942,Antarctica (the territory South of 60 deg S)
Brian,Armstrong,hoffmannancy@example.net,595.950.9696x52588,"Ritter, Davis and Joseph",New,Web,Healthcare,1196706,162,3438 Melanie Track,Wendyborough,Nebraska,37922,Malawi
Cole,Frost,kbarnett@example.net,248.940.0043,Allen-Benton,Converted,Referral,Healthcare,3428945,800,389 Sutton Dam,Stokesmouth,Pennsylvania,29793,Zimbabwe
Veronica,Ramsey,tyler08@example.org,(979)791-6852,Hill-Sullivan,Contacted,Email Campaign,Education,416045,706,37488 Jill Harbors,Brandonfort,South Carolina,36148,Central African Republic
Tina,Armstrong,tamaratorres@example.org,-3953,Fitzgerald-Fischer,New,Web,Finance,1222240,720,3050 Joseph Hills,West Ashley,Illinois,3909,Tonga
Isaac,Gomez,samuelrojas@example.net,(558)719-3672,Wright Group,Contacted,Email Campaign,Retail,824399,330,281 Gomez Lodge Suite 778,Robinsonport,Oklahoma,20568,Saint Kitts and Nevis
Joel,Burnett,whall@example.net,(321)371-2068,Neal PLC,Qualified,Social Media,Retail,8807011,478,5994 Peter Branch Apt. 713,Latashafort,Ohio,22842,Eritrea
Elizabeth,Brock,robinsonkathleen@example.com,506.405.9652x4659,Levy and Sons,Qualified,Email Campaign,Technology,611016,780,37175 Morris Mount,South Tim,Nebraska,8845,Puerto Rico
Nicole,Burton,thomasjames@example.org,001-420-522-9883x640,"Collins, Morales and Howard",Qualified,Social Media,Education,9561087,848,63746 Christopher Plain,West Kimberly,Wyoming,82323,Bolivia
Matthew,Smith,alyssa35@example.com,001-766-343-2751x894,"Bryant, Ramsey and Pena",Qualified,Referral,Technology,5909813,775,7335 David Haven Apt. 455,West Tyler,North Carolina,65872,Japan
Kent,Palmer,shannon59@example.com,001-224-938-0342,Fox-Carey,Lost,Advertisement,Finance,9330435,709,82243 Moore Hollow Suite 555,West Justinbury,Arkansas,59957,Liberia
Nicholas,Osborne,sbrown@example.net,+1-245-805-6246x7881,Schaefer-Lee,Qualified,Advertisement,Finance,476250,134,067 Malone Island Apt. 442,Port Robertberg,New Jersey,48315,Monaco
Manuel,Fuller,vali@example.net,516-938-1773,Lewis and Sons,Contacted,Referral,Healthcare,2619667,941,58086 Jones Coves Suite 541,Julieborough,Pennsylvania,43302,Swaziland
Nancy,Shannon,jessicajones@example.com,001-536-408-1798x7366,"Higgins, Stewart and Coleman",Qualified,Email Campaign,Education,4097516,219,58660 Logan Ramp Apt. 086,East Christopherside,Vermont,36506,Mayotte
Christopher,Small,tcampbell@example.net,366.572.9514,"Wu, Powell and Green",Converted,Social Media,Finance,7303662,158,580 Kenneth Drives Suite 050,New Royberg,Texas,88996,Equatorial Guinea
Sandra,Bush,claydeborah@example.net,489-652-7757x85970,"Zavala, Smith and Wheeler",Lost,Email Campaign,Retail,1453269,480,4505 Michael Square Suite 421,Annaberg,New Jersey,84620,New Caledonia
Erik,Anthony,douglascole@example.net,713.899.4050x53449,Phillips PLC,Converted,Web,Retail,8596222,953,3527 Vincent Lights,Lake Michaelstad,New Jersey,65414,Israel
Nicholas,Alexander,cindy55@example.org,975.419.3738,Harris-Mitchell,Lost,Email Campaign,Technology,2476726,138,43203 Chang Garden,Lake Elijahfort,Michigan,47167,Palestinian Territory
Jose,Thomas,lauren35@example.com,782-526-6281x30162,"Benson, Craig and Barrett",Lost,Email Campaign,Technology,507611,635,1826 Sampson Inlet,Martinfort,Florida,21091,Mexico
David,Walton,juanmccoy@example.org,9237633774,Mcgee-Waters,Lost,Referral,Technology,7150543,157,9751 Cortez Creek Apt. 221,Lake Jonathanport,South Dakota,15832,Isle of Man
Thomas,Krause,gabrielalee@example.net,7347789501,"Gomez, Dougherty and Howard",New,Social Media,Retail,1508426,593,14321 Shelton Cliff Apt. 553,Marissaside,Kansas,59426,Macao
Kathryn,Alvarado,joseph22@example.org,8458891484,Rodriguez and Sons,Qualified,Email Campaign,Retail,5892891,515,715 Benjamin Spurs Apt. 673,South Bobbybury,Georgia,5867,Mongolia
Michaela,Edwards,michael84@example.net,996.940.5432,"Williams, Steele and Levine",Contacted,Email Campaign,Technology,5142356,881,11535 Timothy Grove,Clarktown,Kansas,87184,Isle of Man
Eric,Thompson,umartinez@example.org,935.418.6279x26780,Scott Group,Contacted,Advertisement,Finance,6349473,843,2430 Andrew Creek Apt. 083,East Brandon,West Virginia,41197,Sierra Leone
Mary,Glenn,evance@example.net,(407)588-7628,"Russell, Walker and Dennis",Qualified,Referral,Finance,3183210,594,87739 Corey Causeway Suite 685,Smithview,Tennessee,1898,Bouvet Island (Bouvetoya)
Sonya,Baxter,tammy53@example.org,-4067,Bentley Inc,Lost,Web,Education,376154,303,98641 Rodriguez Hollow Apt. 673,Port Amanda,Mississippi,97171,Canada
Michael,Duran,frichardson@example.org,(834)379-4120x73203,Carter-Johnson,Qualified,Social Media,Technology,9362296,523,0062 Martin Trace Apt. 603,New Melissabury,New Hampshire,67092,Costa Rica
Austin,Simon,bryan09@example.net,972.334.2212,"Harris, Gillespie and Christian",New,Social Media,Finance,6070058,466,0321 Veronica Point,Alexandriaberg,Connecticut,10885,Cape Verde
Shawn,Smith,jonesashley@example.net,+1-852-465-1216x48460,Morales-Garcia,New,Social Media,Technology,3648595,436,565 Contreras Turnpike Apt. 890,Jeffview,Oklahoma,54093,Norfolk Island
Brandon,Hicks,johnsonkendra@example.net,750-504-7773x43013,Miller-Obrien,Converted,Email Campaign,Finance,6157723,671,00799 Michelle Mountain Apt. 481,West Williamfurt,California,99444,Eritrea
Sara,Freeman,andreadavis@example.org,557-792-7937,Cortez LLC,Converted,Web,Retail,5954035,181,71088 Torres Circles,Lake Travisborough,Missouri,5960,Niue
Heather,Lee,petersonandrea@example.org,001-390-206-3706x9243,"Jackson, Roberts and Williams",New,Social Media,Finance,6170328,102,22963 Stanley Circles,Port Evan,Louisiana,55996,Pitcairn Islands
Hunter,Browning,matthewbecker@example.net,671.536.7149x042,Sawyer LLC,New,Social Media,Education,9658818,985,70849 Victor Falls,Bergerberg,South Carolina,16995,United States Minor Outlying Islands
Robert,Garcia,acollier@example.org,(260)398-8731x36988,"Gay, Roberson and Park",Qualified,Email Campaign,Retail,4593216,938,85619 Walsh Haven Apt. 694,Kaitlynborough,Missouri,87936,Mauritania
Helen,Shelton,robert30@example.org,782-477-6542x83122,Rice Inc,Lost,Referral,Finance,4189646,63,30754 Lee Station Apt. 727,Lake Brandon,New Mexico,18315,Estonia
Diane,Carlson,anitaking@example.com,001-502-801-2704,Skinner Group,Qualified,Referral,Healthcare,9654901,709,80891 Olivia Inlet Apt. 262,Patelshire,Minnesota,5421,Cape Verde
Heather,Roberts,hchan@example.org,(755)580-4920,Martin Group,New,Referral,Finance,4634585,799,86774 Sara Gateway Apt. 348,Jamesmouth,Connecticut,28609,Morocco
Patrick,Grimes,pjohnson@example.net,(935)998-5094,Medina Inc,Contacted,Email Campaign,Education,224857,302,861 Michael Port,New Laura,Oregon,79190,Congo
Ryan,Bailey,cory27@example.org,(387)918-8747x1378,Jennings-Hancock,Contacted,Social Media,Retail,5865479,689,821 Miller Vista,Torreston,New Mexico,75842,Jordan
Melissa,Sanders,rodneyjenkins@example.org,(902)657-7983x924,"Wallace, Hicks and Kennedy",Contacted,Email Campaign,Retail,3044953,14,9627 Barnes Square Apt. 768,Port Michelleburgh,Texas,30830,Netherlands Antilles
Devon,Smith,fvaldez@example.com,544-965-9418x2226,"Wise, Walsh and Dixon",New,Web,Retail,8998669,818,69592 Hall Glen Apt. 815,West Theodore,Florida,12627,Yemen
Anne,Pittman,kimberlydeleon@example.net,416.702.2005x88556,Cantrell-Young,Contacted,Social Media,Technology,1932107,827,0432 Samantha Trace,Millerfurt,South Carolina,36262,Latvia
Frank,Ramos,djones@example.org,701.385.2109x564,Powers-Jimenez,New,Advertisement,Technology,2098697,497,05024 Carla Stravenue,Frazierbury,Rhode Island,69542,Angola
Monica,Reed,greershane@example.com,+1-908-973-0986x6436,Cameron PLC,New,Web,Retail,868817,996,62961 Jason River Suite 019,Johnsonton,Minnesota,25072,France
Joshua,Cummings,russelljessica@example.org,492-765-2805x674,"Barrett, Alvarado and Owens",New,Referral,Finance,8552306,67,9610 Contreras Crest,Williamberg,Michigan,25052,Benin
Tyler,Palmer,snyderregina@example.org,-3520,Ramsey Ltd,Lost,Web,Finance,9527151,37,4738 James Ridges,Jerryhaven,Iowa,58917,Philippines
Julie,Anderson,wgrant@example.org,+1-678-903-4659x5991,Rush-Snyder,Contacted,Web,Healthcare,9187506,91,2295 Jensen Dam Suite 691,Lisastad,Wyoming,12207,Mauritius
Matthew,Smith,nlindsey@example.net,001-678-995-0888x14389,Jones-Ross,Qualified,Referral,Healthcare,9407188,518,887 Patrick Flats,Yolandachester,Louisiana,96370,Israel
Troy,Warren,antonio73@example.org,001-594-224-1048x02554,"Smith, Brown and Wilkinson",Lost,Social Media,Finance,6317361,742,2111 Janice Island,West Lindsaymouth,Florida,99013,Israel
Sarah,Ross,heather07@example.com,203.745.8808x641,"Owens, Lynch and Griffin",Converted,Advertisement,Education,197005,179,42258 Castro Court Suite 786,Castroside,New Jersey,11091,Burundi
Jeffrey,Dalton,butleramy@example.net,+1-391-537-3051x5292,Smith PLC,Converted,Web,Finance,5901331,657,440 Jones Walk,Jonesport,Georgia,93204,Paraguay
Nicholas,Jones,nicolemullins@example.com,(966)729-1868,"Perez, Clark and Adams",Converted,Referral,Healthcare,9830059,561,350 Chen Isle,Paulaberg,New Jersey,33871,Equatorial Guinea
Nicholas,Fernandez,olivia19@example.org,748.428.9392,Thompson LLC,Qualified,Referral,Finance,4791419,237,1300 Abigail Haven Apt. 405,Jensenbury,Kentucky,1108,Samoa
George,Branch,brewerlucas@example.com,(692)490-2629,Perry-Weber,Qualified,Email Campaign,Education,5998736,835,46086 Tanner Prairie Apt. 361,Bakerburgh,Kansas,69280,Zambia
Kimberly,Boyd,james77@example.com,503-915-8840x51235,Avery Group,Contacted,Advertisement,Education,8154071,487,4366 Rachel Stream Suite 850,Morseville,Vermont,46899,Myanmar
Tristan,Smith,patrickpoole@example.net,-6945,"Green, Gonzales and Sanchez",Qualified,Email Campaign,Technology,2676632,52,9313 Ryan Burgs Suite 980,South Ashley,Oklahoma,84662,El Salvador
Leslie,Raymond,lcobb@example.net,001-280-250-5854x636,Rose-Jacobs,Contacted,Web,Retail,9726469,922,68550 Estrada Station Apt. 422,Port Valeriemouth,Oklahoma,38491,Cocos (Keeling) Islands
Matthew,Lindsey,kelly49@example.com,808.447.8149x65375,Wade and Sons,Qualified,Web,Healthcare,5632146,251,5411 Ford Estate,Christinachester,Minnesota,94637,Bolivia
Alexis,Meyer,danieledwards@example.org,872.625.1118x86840,Hampton-Gonzalez,Qualified,Web,Healthcare,2151276,948,421 Emily Fort,Mackbury,Virginia,85225,Georgia
Laura,Ritter,qkelly@example.org,+1-718-518-6786x76277,"Floyd, Clark and Lewis",Contacted,Email Campaign,Education,6304370,832,638 Elizabeth Fall Apt. 685,Christophermouth,Ohio,79650,Zambia
Donald,Shaw,cathylawson@example.com,+1-524-505-3697x7665,Brown Group,Qualified,Web,Retail,193580,799,7724 Bryant Passage Apt. 366,Port Kristinport,Kentucky,39255,Jersey
Maureen,Williams,perezcynthia@example.com,(562)423-2795x6816,Sandoval Ltd,Qualified,Social Media,Retail,4601279,940,533 William Motorway,Ashleyville,Montana,76782,Belarus
David,Roman,robert31@example.com,4993741757,Guerrero-Wilson,New,Email Campaign,Finance,4658901,199,526 Holt Plains Apt. 616,East Alexafort,Alaska,29014,Lao People's Democratic Republic
Katherine,Johnson,robertswilliam@example.net,227-212-4346x7552,Wilson-Landry,Lost,Web,Technology,1722811,757,701 Lucero Forest Apt. 496,Pattersonfort,New York,98750,Moldova
Yvette,Rasmussen,gruiz@example.org,+1-785-345-4518x8662,Lutz-Gay,Lost,Social Media,Healthcare,5833936,554,63900 Smith Inlet Suite 528,Carmenberg,Tennessee,93421,Algeria
Pamela,Riddle,wardjacqueline@example.net,(429)810-6704x49087,Reynolds-Washington,Contacted,Referral,Healthcare,2649334,181,325 Anderson Loaf,Hodgestad,Nevada,85282,Equatorial Guinea
Adam,Howard,jared91@example.org,(536)873-5794,Beck-Lucas,Converted,Email Campaign,Retail,7967761,663,13529 Timothy Courts Apt. 462,North Kimberly,Nevada,46525,Chile
Tammy,Gutierrez,pwilliams@example.org,001-788-540-3331,Roberts PLC,Converted,Advertisement,Education,1373097,224,4987 Kelly Harbors,West Kimberlyview,Arkansas,24769,Namibia
Benjamin,Martin,davisgina@example.org,(899)647-0756,"King, Briggs and Cole",Lost,Email Campaign,Healthcare,9127682,313,50188 Fry Track Suite 182,Thomasview,Alabama,37948,Iraq
Kathryn,Shannon,hmyers@example.com,(712)814-1083x19274,"Carney, Reynolds and Goodman",Qualified,Social Media,Finance,2795699,548,41713 Jones Cove,Port Justin,Rhode Island,8021,Tajikistan
Sophia,Keller,mandy96@example.org,001-321-663-9687,"Parsons, Holder and Reeves",Qualified,Social Media,Finance,8464036,688,504 Garcia Pass,Rasmussenhaven,Montana,80277,Cote d'Ivoire
Joann,Fleming,john11@example.com,(937)742-8218,King-Sanchez,Contacted,Social Media,Education,7876773,106,361 Angela Mission,East Heatherborough,Colorado,14308,Slovakia (Slovak Republic)
Tina,Hill,sweeneymichael@example.com,520-797-1528x1645,Johnson and Sons,Contacted,Referral,Retail,951703,210,92847 Peterson Islands Apt. 243,Parkerfort,Virginia,3843,Australia
Brendan,Vargas,lovejoanne@example.org,547-448-9265x154,Scott and Sons,Lost,Social Media,Education,9375221,402,558 Kelly Cape Suite 731,South Charlene,Michigan,47198,Zambia
Michael,Rocha,patrick46@example.net,475.908.0074x378,"Holmes, Aguilar and Zimmerman",Contacted,Email Campaign,Retail,4265278,17,26301 Nicole Green Suite 868,South Tiffanyborough,Maine,44741,Niger
Karen,Hill,dcarr@example.net,591.259.2445x4476,"Murphy, Hensley and Elliott",Converted,Referral,Education,5483489,648,1976 Stuart Overpass Suite 705,Port Craigfurt,Arkansas,67028,Uzbekistan
James,Peck,ronald14@example.net,582-460-8886,"Wong, Patterson and Mason",Qualified,Advertisement,Retail,6384298,844,0638 Fisher Ways Apt. 247,Andersonfurt,Colorado,39426,Bosnia and Herzegovina
Robert,Williams,thompsoncharles@example.net,-6662,"Lee, Butler and Hart",Qualified,Web,Education,8396170,529,297 Joseph Keys,Phyllisville,Hawaii,79869,Eritrea
Roger,Powell,kayla88@example.org,(531)956-6802x7353,Rodriguez-Brown,Converted,Social Media,Technology,5838959,575,486 Scott Radial,New Danielleberg,Alabama,57749,Guyana
April,Black,justin34@example.net,845-897-6106,Brown Group,Converted,Social Media,Finance,8830403,756,47476 Adam Route,Morenostad,Michigan,31148,Romania
Annette,Sanders,anthonyibarra@example.org,001-841-567-2683x968,Ruiz-Sullivan,Contacted,Email Campaign,Finance,5143112,810,745 Garcia Meadows Apt. 837,West Raymondstad,Connecticut,97170,Solomon Islands
Shannon,Flores,jessica09@example.org,234.681.4151x0404,"Lawson, Rojas and Spence",New,Web,Retail,4367801,38,288 Jessica Mount,Victoriachester,Georgia,79769,Barbados
Benjamin,Jackson,ewebb@example.net,583.961.9888,"Fisher, Mcintosh and Chen",Lost,Web,Education,9610819,387,95849 Gibson Expressway Apt. 707,Parkerside,Michigan,12819,Myanmar
Jaime,Morales,rjames@example.com,001-722-677-4841x2562,Morales Group,Qualified,Web,Education,5047395,730,4772 Cabrera Fords,Markfort,Ohio,75432,Montenegro
Tami,Moore,pdillon@example.org,216-469-4294x28209,Byrd-Lewis,Converted,Email Campaign,Technology,3366735,842,464 Kevin Extension Suite 146,West Josetown,Texas,41900,Burkina Faso
Karen,Tran,susan97@example.org,313-256-8490x965,Griffin PLC,New,Referral,Finance,8772469,683,569 Jason Roads,North Traceyborough,Wisconsin,11142,Afghanistan
Deborah,Hall,stevesmith@example.org,001-524-682-1674x24958,"Thomas, White and Andrade",Contacted,Social Media,Technology,3500319,569,3390 Haynes Motorway,Garyton,West Virginia,18209,Romania
Michaela,Sanders,yjordan@example.net,(239)762-8736,Brown Inc,Lost,Email Campaign,Retail,4559361,176,62178 Danielle Gardens,New Garrett,Washington,45525,Denmark
Tanya,Burch,bergdonna@example.org,(980)723-8279x176,"Phillips, Garcia and Young",New,Advertisement,Retail,7192260,597,553 Walker Hills,Davismouth,New Jersey,33480,Papua New Guinea
Julie,Peterson,smithmiguel@example.com,001-511-836-3153x153,Davis Ltd,Lost,Email Campaign,Technology,7227663,420,91294 Miller Plains,Port Sarah,Kansas,56855,Japan
Morgan,Keith,priceanita@example.net,816.312.5810,"Pruitt, Scott and Paul",New,Email Campaign,Finance,3306476,217,938 Jorge Harbor,South Timothystad,Indiana,68082,Croatia
Richard,Villegas,ianhuang@example.org,001-326-550-3010,Collins Ltd,Lost,Advertisement,Retail,7320871,29,29934 Michelle Valleys,Matthewland,Rhode Island,70367,Saint Pierre and Miquelon
Jennifer,Yang,akidd@example.org,279.888.5396,"Miller, Black and Guerrero",Qualified,Email Campaign,Education,1638991,522,4657 Garcia Green Apt. 224,North Isabella,Alaska,18934,Cameroon
Julia,Owens,christinayoung@example.net,-10998,Phillips-Ryan,Qualified,Advertisement,Finance,9887354,253,698 Avila Station Apt. 783,Lake Meganberg,North Carolina,12903,Aruba
Kevin,White,fmcdonald@example.org,(522)718-7211x30867,White-Martinez,Converted,Web,Retail,490470,120,72456 Kristina Mission,Lake Cheryl,Idaho,42289,Rwanda
Connor,Knight,nolanerika@example.com,500.974.0874x64066,"Nunez, Powell and Lee",Qualified,Advertisement,Technology,883355,492,232 Nicole Green,West Mark,Florida,13704,New Zealand
Joel,Garcia,baldwinjeffrey@example.com,382-489-6136x5236,Phillips-Anderson,Converted,Social Media,Retail,5496111,396,669 Anderson Path Apt. 158,Whitehaven,Michigan,64195,Nicaragua
Cynthia,Rodriguez,paigecox@example.net,(924)520-5534x936,Richmond PLC,New,Referral,Retail,3415854,147,5037 Bass Well,Emmaberg,New Mexico,81889,Saint Pierre and Miquelon
Richard,Garcia,william27@example.com,809-771-2755,Harrison-Williams,Lost,Referral,Education,3813829,656,007 Kathy Trafficway,Jamesfurt,Alabama,6648,Albania
Karla,Miller,parrishadriana@example.org,001-209-717-3473x75918,Wilson-Armstrong,Converted,Social Media,Healthcare,9297562,159,45803 Patrick Pine,Thompsonhaven,New Jersey,67629,Azerbaijan
Angela,Bryan,terri52@example.net,367-303-0071,"Perez, Jones and Mccormick",Qualified,Web,Education,9904687,941,94281 Mary Lodge,Williamsmouth,Pennsylvania,11950,Thailand
Michelle,Abbott,freemangregory@example.org,321.281.8347,Stanley Group,Converted,Advertisement,Education,9035939,480,213 Sampson Views,Snyderbury,Michigan,70168,Botswana
Victor,Terry,xsavage@example.net,7734156838,Williams LLC,New,Referral,Retail,6451837,700,3320 Williams Hollow Apt. 897,Port Alexisburgh,Colorado,60250,Spain
Daniel,Harrison,anthonyedwards@example.net,+1-294-729-1738x5207,"Hill, Webster and Meyer",Lost,Social Media,Finance,4212628,678,667 Austin Villages Apt. 663,West Dennis,Indiana,94457,Antarctica (the territory South of 60 deg S)
Clifford,Friedman,ayalaaustin@example.com,(922)383-4896,"Wheeler, Mccormick and Smith",Converted,Referral,Technology,3240551,254,7344 Nichols Row,Huntview,Nevada,64658,El Salvador
William,Howell,wcoleman@example.net,+1-226-237-9300x6195,"Hunter, Hale and Ruiz",Contacted,Advertisement,Technology,5038872,54,273 Julie Burgs Suite 246,East Laura,Washington,53201,France
Rebecca,Wagner,sharpsamuel@example.net,754.935.4144x041,Gregory-Black,Lost,Social Media,Education,8919561,48,587 Moreno Track,West Reginaldshire,Colorado,75334,Bhutan
Thomas,Harrison,derrickaguirre@example.net,623-359-3036x6843,Martin Inc,Qualified,Social Media,Finance,1373481,283,25575 Robert Green Apt. 197,Brandytown,Vermont,55958,Nigeria
Emily,Saunders,bponce@example.com,001-743-259-2544,"Snyder, Myers and Hendrix",Lost,Web,Healthcare,3645570,394,76912 Caitlin Spring,New Chad,North Carolina,43194,Spain
Erin,Hernandez,jeffrey56@example.net,+1-298-336-3592x9846,Hill-Kelley,Converted,Email Campaign,Finance,5204068,499,39045 Patrick Inlet Apt. 885,Austinstad,Utah,83046,Costa Rica
Jennifer,Brown,crosselizabeth@example.com,224-238-7665x8332,"Wright, Stone and Allen",Contacted,Referral,Finance,6086176,996,94958 Amber Locks,West Howard,Massachusetts,45772,United States Minor Outlying Islands
Jeff,Cochran,eugene94@example.net,(505)564-3432x7729,Peterson Group,Lost,Advertisement,Technology,2687211,807,34118 Rachel Branch Suite 522,North Richardberg,Oklahoma,37801,British Indian Ocean Territory (Chagos Archipelago)
Rebecca,Graham,richardsonkevin@example.net,938-937-3620,"Miller, Moss and Mcdaniel",New,Web,Finance,7823425,796,93214 Andrew Plains Suite 424,Pinedaport,Mississippi,93158,Northern Mariana Islands
Christopher,Lewis,lewisdiane@example.org,317-681-9731x836,Perez-Thomas,Lost,Referral,Healthcare,3684502,820,79815 Lori Forks Suite 133,Port Jamesburgh,Maine,96170,Liberia
Joseph,Decker,ashleymiller@example.net,9185066312,Tanner LLC,Lost,Advertisement,Education,3123880,172,1489 Castaneda Cliff,Port Andrew,Maryland,7463,Spain
Christopher,Morrow,nsteele@example.com,207.792.9658x90795,Rasmussen-Hubbard,New,Referral,Education,1310627,730,908 Castaneda Walk,Christinafurt,Missouri,89737,Cook Islands
Karen,Scott,caleb02@example.com,(807)937-0094x5280,"Reyes, Sanders and Logan",Converted,Email Campaign,Finance,9474573,234,89358 Harold Route Suite 063,Mckenziehaven,Louisiana,58904,Italy
Carla,Schneider,grant76@example.org,+1-477-471-7397x002,Day Group,Lost,Email Campaign,Education,9661962,424,9182 Martinez Views Suite 450,North Richard,Kentucky,99945,Venezuela
Kathleen,Bender,jacksonbrianna@example.net,(537)585-0991x0442,Scott Group,Qualified,Referral,Retail,6779738,279,98089 Yang Wall Apt. 385,Lake Denisemouth,Maine,96739,Namibia
John,Blackwell,churst@example.com,939-634-6129x40849,Keith Group,Converted,Advertisement,Technology,618615,138,57449 Susan Lake Apt. 510,Harperview,Connecticut,34359,United States Virgin Islands
Ryan,Kennedy,qmcgee@example.org,-8588,"May, Thomas and West",Converted,Web,Healthcare,7180557,951,046 Espinoza Ford,Emilymouth,South Carolina,58208,Bhutan
Nicolas,Pratt,russelljustin@example.com,256.425.7909x30228,"Phillips, Vance and Cooper",Qualified,Email Campaign,Healthcare,5629157,564,80266 Howard Radial,North Ashleybury,Idaho,73101,Sierra Leone
Jo,Mills,anthony04@example.com,834.606.8393,"Smith, Daniels and Brown",Lost,Referral,Healthcare,9248818,270,5499 Kenneth Curve,Nathanview,North Dakota,24882,Chile
Jessica,Pierce,johnlewis@example.com,(514)805-1555,Wilson Group,Lost,Referral,Technology,296555,74,30139 Leslie Overpass,Hollymouth,Maine,44041,Cayman Islands
Daniel,Waller,barry58@example.net,001-863-202-3716x7963,Skinner PLC,New,Referral,Finance,6282304,590,74323 Guerrero Lake Suite 983,Mooneyton,Montana,45091,Canada
Diamond,Burns,morganschwartz@example.org,794-448-3179x998,Dalton-Payne,Converted,Advertisement,Education,1053348,461,248 Phillips Courts Apt. 150,Dixontown,North Dakota,26538,Bosnia and Herzegovina
David,Whitaker,nobrien@example.net,(265)285-2788,Bell-Rubio,Lost,Referral,Retail,8784289,169,1446 Jasmine Locks Apt. 599,Brendamouth,Arizona,45201,Sudan
Larry,Ryan,usalazar@example.org,(733)697-4805x3510,Lee PLC,Lost,Referral,Education,2969711,383,46093 Clark Glens Apt. 258,Nelsonport,Alabama,76137,Heard Island and McDonald Islands
Whitney,Garcia,thomaskevin@example.org,001-235-329-5094x48110,"Sanchez, Jenkins and Randall",Converted,Referral,Technology,5015656,590,988 Jones Walk,Lake Anthonyton,Oregon,10875,Iran
Paul,Johnson,ronald68@example.org,+1-906-572-9504x59357,"Taylor, Wagner and Alexander",Lost,Advertisement,Finance,8905671,700,667 Ortiz Walks Apt. 134,East Jose,Tennessee,59815,Reunion
Samuel,Wallace,tammyjoseph@example.com,(668)584-4008,Underwood Ltd,Qualified,Web,Healthcare,7279349,924,314 Jennifer Mountains,New Angelastad,Tennessee,94649,Ghana
Kevin,Bishop,joseph27@example.com,(705)335-7225x23619,Young-Johns,Contacted,Web,Education,1704697,527,98363 Ronald Passage,North Ericabury,Kentucky,97841,Saint Martin
Amy,Wiley,thomas09@example.net,001-676-520-2113,"Wilson, Holland and Evans",Qualified,Advertisement,Technology,6430882,504,3399 Dawn Alley Suite 306,Darrenview,Georgia,95515,Western Sahara
Samuel,Thomas,amybrown@example.org,(907)992-5560,Jones PLC,Contacted,Advertisement,Retail,2098403,59,89805 Ford Drive Suite 405,North Patricia,Vermont,78899,Serbia
Melinda,Mueller,davisrachel@example.com,608-444-6976x6046,Hodges-Lambert,Qualified,Web,Retail,6621877,376,51954 Michael Streets,New Andrewville,Indiana,60732,Canada
James,Rogers,qrush@example.org,+1-687-730-4897x407,"Thompson, Frank and Olsen",Converted,Email Campaign,Retail,9888626,526,669 Mclean Lock Suite 692,Taylorchester,Wyoming,82641,Burkina Faso
